gene,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
ENSMUSG00000081156,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081157,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081158,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081159,0,0,0,1,0,0,0,1,0,0,0,0
ENSMUSG00000081160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081161,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081162,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081163,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081164,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081165,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081166,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081167,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081168,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081169,2,0,0,0,0,0,0,0,0,0,8,0
ENSMUSG00000081170,0,1,0,0,0,0,0,0,0,0,6,0
ENSMUSG00000081171,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081172,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081174,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081175,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081176,1,1,0,0,0,0,1,1,0,1,0,3
ENSMUSG00000081177,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081179,2,6,0,5,5,0,5,7,1,0,12,4
ENSMUSG00000081180,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081181,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081183,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081184,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081185,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000081186,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081187,0,0,0,1,1,0,0,0,1,0,0,0
ENSMUSG00000081188,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081189,3,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081191,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081194,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081195,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081196,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081197,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081199,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081200,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081201,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081202,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081205,0,0,0,0,0,2,0,0,0,2,2,6
ENSMUSG00000081206,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081207,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081208,7,0,13,1,4,16,12,9,0,7,32,12
ENSMUSG00000081209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081210,0,2,0,1,0,1,1,0,2,1,2,4
ENSMUSG00000081211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081212,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081214,2,2,1,2,0,0,0,0,0,1,0,2
ENSMUSG00000081215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081216,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081219,102,133,150,183,76,117,151,185,274,46,104,134
ENSMUSG00000081220,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081221,8,7,7,8,12,0,0,8,10,7,14,19
ENSMUSG00000081222,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081223,21,25,4,10,31,0,27,1,4,30,56,39
ENSMUSG00000081224,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081226,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081227,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081230,0,0,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000081231,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081232,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081234,0,3,9,0,7,6,1,0,0,0,14,2
ENSMUSG00000081235,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081236,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081237,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081238,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081239,0,0,1,0,0,2,1,0,0,0,0,0
ENSMUSG00000081240,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081242,0,0,0,0,1,0,0,3,0,0,1,0
ENSMUSG00000081243,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081245,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081248,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081249,5,0,0,1,0,0,0,0,0,1,0,4
ENSMUSG00000081250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081251,2,1,1,2,0,0,2,1,0,0,2,2
ENSMUSG00000081252,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081253,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081254,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081255,1,2,0,0,4,0,0,7,1,1,26,0
ENSMUSG00000081256,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081257,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081258,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081259,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081260,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081261,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081262,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081263,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081264,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081265,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081268,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081270,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081271,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081272,0,0,0,2,0,0,5,0,0,2,0,0
ENSMUSG00000081273,0,0,0,0,0,0,0,0,0,0,7,0
ENSMUSG00000081274,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000081275,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081276,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081277,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081278,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081279,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081281,0,0,0,0,0,0,0,0,1,0,1,0
ENSMUSG00000081282,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081283,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081284,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081285,2,0,2,3,0,0,0,3,2,2,1,0
ENSMUSG00000081286,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081287,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081288,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081289,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000081290,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081293,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081296,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081297,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081299,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081300,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081301,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081302,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081303,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081304,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081305,3,0,0,0,6,3,1,0,0,3,6,0
ENSMUSG00000081306,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081307,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081308,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUSG00000081309,22,0,18,0,0,0,0,0,37,36,19,0
ENSMUSG00000081310,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081312,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081313,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081314,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081315,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081316,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081317,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000081318,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081319,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081320,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081321,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081323,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081324,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081325,0,2,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000081326,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081327,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081329,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081330,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081331,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081332,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081333,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081335,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081336,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081339,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081340,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081342,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081343,0,1,4,0,0,5,0,0,0,0,0,1
ENSMUSG00000081344,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000081345,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081346,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081348,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081349,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081350,2,3,2,2,0,1,1,1,2,0,0,0
ENSMUSG00000081352,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000081353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081354,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081355,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081357,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081358,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081359,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081360,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081361,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081362,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081363,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081364,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081365,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081369,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081370,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081372,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081373,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081374,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081375,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081376,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081377,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081378,7,0,3,4,9,24,7,3,6,2,0,10
ENSMUSG00000081379,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081381,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081382,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000081383,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081384,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081386,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081388,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081389,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081390,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081391,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081392,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081394,1,1,0,0,1,1,0,2,4,3,1,0
ENSMUSG00000081395,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081396,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081397,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081398,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081399,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081400,5,1,1,1,0,1,2,5,1,6,0,4
ENSMUSG00000081402,1,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081404,0,1,2,0,2,0,0,6,5,0,12,0
ENSMUSG00000081405,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000081406,0,404,118,72,521,1855,733,909,0,1740,6028,837
ENSMUSG00000081407,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081408,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081409,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081410,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081412,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081413,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081414,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081415,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081416,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081417,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081418,1,0,0,2,2,0,0,0,6,0,0,0
ENSMUSG00000081421,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081422,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081423,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081424,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081427,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081428,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081429,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081431,2,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000081432,1,0,0,0,0,3,0,1,0,0,0,0
ENSMUSG00000081433,0,0,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000081434,0,1,1,0,0,2,1,1,0,2,2,1
ENSMUSG00000081435,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081436,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081437,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081438,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081440,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081441,0,1,16,0,0,0,0,0,0,0,7,2
ENSMUSG00000081442,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081443,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081444,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081445,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081447,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081449,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081450,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081451,1,0,0,0,0,3,1,1,3,0,0,0
ENSMUSG00000081452,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081453,2,1,3,1,3,3,4,4,3,6,2,1
ENSMUSG00000081455,0,0,0,7,0,5,6,0,0,0,11,0
ENSMUSG00000081456,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081457,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081458,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081459,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000081460,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081461,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000081463,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081464,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081465,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081466,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081467,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081469,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081470,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081471,9,31,41,63,12,59,40,42,65,17,20,40
ENSMUSG00000081473,0,0,0,0,0,0,0,2,0,3,0,0
ENSMUSG00000081474,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081475,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081476,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081477,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081478,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081480,0,3,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000081481,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081483,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081484,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081485,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081486,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081487,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081488,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081490,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081491,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081492,0,0,0,0,0,1,0,1,0,2,0,0
ENSMUSG00000081494,0,1,1,3,0,1,0,2,1,0,0,0
ENSMUSG00000081495,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081496,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081497,2,0,1,0,2,0,5,0,0,0,0,0
ENSMUSG00000081498,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081499,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081500,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081501,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081502,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081504,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUSG00000081505,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000081506,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081507,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081508,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081511,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081512,7,2,5,0,0,2,4,3,8,11,11,3
ENSMUSG00000081513,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081514,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081515,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081516,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081517,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081519,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081520,2,0,0,3,2,7,2,1,7,0,0,1
ENSMUSG00000081522,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081523,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081524,0,0,0,0,0,0,0,1,1,0,0,1
ENSMUSG00000081525,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081526,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081528,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081529,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081530,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081531,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081532,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081533,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081534,9242,13240,17948,19440,8142,15523,14991,16405,18718,10108,9100,14848
ENSMUSG00000081536,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081537,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081538,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081539,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000081540,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000081541,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081542,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081543,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081544,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081546,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081547,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081548,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081550,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081551,24,19,10,14,23,39,31,17,29,37,89,6
ENSMUSG00000081552,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081553,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000081555,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081556,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081557,2,9,4,4,0,15,11,2,3,2,0,7
ENSMUSG00000081559,0,0,0,0,0,1,1,2,0,0,1,1
ENSMUSG00000081560,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081561,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081562,0,0,2,0,0,0,0,0,0,0,11,0
ENSMUSG00000081563,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081564,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081565,0,0,0,1,0,0,1,1,0,0,0,0
ENSMUSG00000081566,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081567,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081568,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081569,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081570,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081571,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000081572,3,0,2,1,2,2,1,5,1,2,1,1
ENSMUSG00000081573,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081574,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000081575,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081576,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081577,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081578,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081579,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081580,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081583,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081584,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081585,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081586,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081587,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081588,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081589,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081590,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081591,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081592,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081593,2,0,0,0,0,0,4,0,0,6,0,6
ENSMUSG00000081594,0,0,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000081595,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081596,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081597,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081598,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081599,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081600,4,5,10,7,4,0,5,2,6,5,2,7
ENSMUSG00000081601,0,0,0,0,0,0,0,0,0,0,0,0
